,0001-0201-0092,0001-0162-0275,0001-0211-0251,0001-0242-0235,0001-0283-0224,0001-0255-0169,0001-0257-0090,0001-0356-0025,0001-0363-0229,0001-0306-0247,0001-0332-0296,0001-0335-0322,0001-0283-0354,0001-0398-0250,0001-0423-0101,0001-0476-0399,0001-0377-0361,0001-0377-0396,0001-0352-0433,0001-0353-0483,0001-0421-0446,0001-0477-0460,0001-0484-0473,0001-0489-0488,0001-0428-0491,0002-0433-0252,0002-0469-0200,0002-0447-0327,0002-0486-0350,0002-0451-0391,0002-0408-0402,0002-0339-0468,0002-0289-0468,0002-0294-0411,0002-0311-0379,0002-0303-0157,0002-0345-0068,0002-0286-0083,0002-0221-0266,0002-0189-0305,0002-0166-0151,0002-0126-0294,0002-0135-0270,0002-0134-0387,0002-0166-0423,0002-0206-0409,0002-0227-0381,0002-0100-0253,0002-0091-0109,0002-0106-0097,0002-0173-0031,0003-0401-0191,0003-0417-0185,0003-0440-0119,0003-0399-0291,0003-0402-0316,0003-0426-0344,0003-0397-0415,0003-0404-0434,0003-0313-0236,0003-0265-0392,0003-0284-0384,0003-0244-0172,0003-0213-0256,0003-0223-0271,0003-0185-0324,0003-0182-0174,0003-0183-0383,0003-0093-0334,0003-0056-0292,0003-0131-0417,0003-0120-0421,0003-0086-0188,0003-0022-0134,0003-0018-0221,0003-0135-0100,0003-0226-0034,0003-0048-0147,0002-0121-0255,0002-0138-0267,0002-0365-0217,0002-0421-0103,0002-0218-0488,0002-0220-0472
0001-0332-0296,245.72971721568902,171.0821166389429,130.92665142339163,112.00031429735374,89.26950269056235,150.44107875185026,221.4273795517303,273.57926960974964,75.10922845575304,57.25177529716629,0.0,24.054340320726023,74.6842790152618,80.95523588385907,216.64754298126394,175.85353763770698,76.34390966993007,107.92953536609707,137.56211586420943,184.3760818080421,170.39076537823826,215.46070747022276,231.03238289659103,245.82377834519244,213.89976514731939,111.06222481748439,167.62178515768224,119.040790898527,161.8391517314746,152.78599106630077,130.68156278932855,170.24056021049327,176.87559194302432,119.99322029820833,86.05701372101475,144.6445920717158,228.3587787692018,221.70805625417012,115.8081187707398,144.3797252603047,222.08888760253677,207.03113015521546,199.56835677153276,217.6184461343869,206.61261148223738,165.9552365807563,133.85106637797676,236.9479354321707,307.05372577157254,304.14276563675213,311.3391869801966,129.7802826995118,144.03016578117095,209.80224282476965,70.08939932757954,76.63426792297047,108.59467822283924,135.6609576471452,157.15138955912167,68.90517009722912,117.87809997222222,100.7564970189894,155.51251808404925,126.6926849944438,115.30380756582346,152.4793167096626,197.30488048479793,174.47438764457416,244.0939064538291,278.462506651739,234.56171241505044,247.2590617783418,273.33223936078156,352.8715895911076,325.29549929201573,281.8687149407762,285.80605157845355,324.10140917071504,217.48801406901123,196.0845366196279,88.10193726600416,214.54122533373092,224.53926918699426,208.2236320397281
0001-0335-0322,266.7637932097053,176.80027748301558,142.34291501661576,127.87790008626865,110.55040863565833,171.86154400017026,244.45260929288864,297.45834618789354,97.3434972601999,79.73669807979557,24.054340320726023,0.0,59.565264730979365,96.54847707440067,238.3090713145536,162.59414518729204,57.36885245226327,86.06378129904283,113.6863690835015,160.40889698800123,149.80041564195406,197.5571994305065,212.6309369521798,227.1283723845103,192.22716043045108,122.06240897373222,181.943357665492,114.74517899273732,154.80549843897265,138.42767159100123,111.38274995826463,146.26186774585557,153.97314201504963,98.11796419728392,63.90178565063624,168.32078162383434,252.29319098293897,245.35943310316077,124.88828025721173,145.99260349207245,239.37678351171584,209.80015071688936,205.3028028887565,209.82466427317556,193.97991783361294,152.3791751354092,121.38422491455214,243.48076710133643,323.1014767816288,321.25797412833674,332.63137058759145,149.7443857629767,163.13188651778447,230.11791135528247,74.88311529259472,73.90407962208029,99.95353104700285,115.0796016512271,136.12434929433084,91.07333762695731,100.5561911980824,82.31315317460323,176.0144786827544,137.15918375990023,123.98729293857043,151.2455479020202,213.9514846117111,164.86698067301197,242.6481035232522,280.9072083916076,224.47332950769425,237.1366631121908,284.8792484974815,365.5920067807523,332.69886806854015,299.8648326553844,308.46725326803465,336.8657622872304,224.71469716899747,202.1767675174301,110.31603611249307,236.26514444124027,204.98097506225218,189.13629774771266
0001-0283-0354,276.03920225315017,143.91546100097605,127.04521301115216,127.25317979221637,130.6814523041135,186.9657431986368,265.643931704852,336.7267426803388,148.00130197385096,109.69441366279898,74.6842790152618,59.565264730979365,0.0,154.7385281195798,289.08302159489256,198.87377986395876,92.38704062696591,102.38236928417324,106.01141683600304,145.41310459345905,164.0883605008819,219.48539946676703,232.16994014636495,245.0289758227965,198.04540336643325,181.38959453160558,240.80858415846146,166.92124939852923,202.23866233928806,173.44487164871327,134.5146489028033,126.9457305547672,116.01467702620143,58.89373083514408,39.02570187013679,198.42966615829928,290.59997206044386,272.3106980663809,106.26783638004729,106.77346009661399,234.88384698954056,168.94897596600586,170.9232294611954,153.0511352559131,134.62893016846678,93.14523495038462,62.68983448073718,209.30280173131638,311.9129427066916,313.6626870541028,341.73953084834136,203.09902932265715,217.83237294252103,283.2653306237615,132.1907324926541,127.8882829583682,146.95809657838964,131.01160259556335,147.96793125726788,123.22823039010942,48.39202450932498,37.55212666416756,187.81471935518968,121.12924966555713,105.55081778823454,106.59183134563074,208.87689988398583,107.86961380631459,193.58932059713393,237.60677203183482,166.23871298904083,178.78334094215415,261.7540086963218,343.7930534099034,298.39332810578463,296.1045424797811,326.20792188928596,315.7373819741934,192.8313315627682,168.76103527316084,160.1009438932061,286.74058142356864,151.6518749655129,134.92338969435232
0001-0398-0250,253.50842666033466,236.0607789521452,186.89693577333412,158.0865480410185,117.32049185347282,164.3500555934474,213.07099520061814,228.24247837749496,40.90246314263507,91.14352679197874,80.95523588385907,96.54847707440067,154.7385281195798,0.0,150.7128226776386,167.93844734546735,113.42024175099593,148.15666136684743,189.42940153041778,235.196435654251,195.1968412332228,222.76344752260874,239.51199152747787,254.76534959954222,241.40486108296153,37.77157531521575,87.11634973704551,92.14636886303303,133.81865782740468,152.97823972973197,155.18951013722852,225.90342889408035,244.56558131439698,192.0231865516298,157.53477398193434,133.57003652401895,187.8793574409096,203.33545347420744,177.98679969777632,216.4870237317961,251.5318289634149,275.5959261935703,263.2683792450045,297.13497814419196,287.4596128860196,246.63722154829983,214.5633188462146,297.87394771480615,337.8780646121181,330.5374617331661,314.03451479357005,63.92458447272321,72.73354290568726,139.17639896321208,49.8385039642899,70.69220696071386,101.7181541986376,166.85207951208494,187.39242446863182,89.84631765618184,195.48888720969953,176.72983682014035,173.37401086217528,184.27430531636773,177.47148176981307,227.0985717118455,230.61759051199655,254.4858636294506,317.61548423665306,345.94202641451926,314.7841929271594,327.4979632586058,320.5462893262789,394.39148794380975,382.106106147568,304.7911258610467,277.0613293296391,366.14846134263655,277.5825301611834,259.23331059620125,47.9391278152458,149.38492602114587,300.9815676436682,285.3561498364649
0001-0423-0101,223.77441946073432,313.35763702161177,259.5636785842734,226.48609007664942,185.98219611088652,182.504499855219,167.07229531894185,101.60291595805282,141.57339106538052,186.79833385779125,216.64754298126394,238.3090713145536,289.08302159489256,150.7128226776386,0.0,301.0835683543842,264.1152813343715,298.8346834512291,339.97045995063667,385.90300905972094,342.2759017789222,360.658660267414,377.112351381711,391.82494182345084,387.9580943681708,152.10193112250093,109.43543706944688,226.564044313378,256.71034979504316,292.52508279988007,303.5047970990434,376.1102436637613,391.47604743688373,335.8206021992887,301.23581312560617,133.97565440600386,86.43326889547352,142.13620672028156,263.11803536488645,311.56991561517316,261.7240260165142,354.8773166640543,333.885814578004,406.741261025656,410.30320770159346,373.5269318965065,341.0553859436604,357.91619676296546,333.25333169212314,318.70898790224163,260.8879334329992,95.68898294615954,87.05865562420743,35.34774689840359,194.91040103334845,216.84246836000426,243.65468948852714,315.56432290684984,335.5324135860698,177.23523468730951,331.41435341971487,314.93752916134235,193.97178006292665,261.3940816564525,263.77820881567504,327.5399843505129,253.92322482715701,372.02074579729646,405.55201253900833,415.74443414298065,429.5581155076267,441.681066260023,350.2633284689174,403.51456344832394,424.1916751552822,291.33368651318165,210.5849926339599,379.5551166807639,338.7954647276422,329.3600456002787,130.23747038234094,12.903707930524927,440.3034935135386,423.60644182500954
0001-0476-0399,413.4546372836665,337.4094418614412,304.85242979542073,287.8538304078379,260.76801037316795,319.128575899267,378.60838273507477,391.47361765017536,204.06414058466484,227.8200444094494,175.85353763770698,162.59414518729204,198.87377986395876,167.93844734546735,301.0835683543842,0.0,108.2916434111641,100.85259476701115,129.4935778284,148.62404516176773,72.89788078654041,60.50493457097542,76.44109899417259,90.84512553930234,104.11231924724237,152.06888410937037,197.743213550173,78.32125342400015,49.56127741437883,28.742280238015343,71.25126820387943,155.6971890222219,200.67211428226707,184.66564329806013,169.01869231661,297.7754913278221,353.7692733080277,370.61085759350794,287.0636568501366,302.9802208810252,397.0279611978209,366.62931794624575,365.4441533043011,343.39047476370155,310.9992477173674,271.5659440789126,250.55675181333075,404.00175414388684,482.6120236036226,479.0599301559406,476.83510653839176,221.2482144255793,222.6542865941661,281.36773563346,133.84804451328324,113.57807010401508,77.41821974410271,86.17777194808609,85.9054796552733,231.69481109312966,213.85653156588046,196.4223162583983,325.03515139141234,298.4931656470824,285.0419890250594,303.3139932057695,372.0641100294129,296.12927252609643,390.98812609965825,435.7763881187551,348.30968812354,359.818594536373,447.05867604749005,527.6951317698886,493.3204636186395,455.5561149759858,442.92396059357526,498.9008234711694,385.8641100889732,362.6426710822144,213.09284370960842,300.49792700605127,277.5149105930513,268.98909639186763
0001-0377-0361,322.0505284883117,229.1746957304718,198.73729258400874,185.2462631390682,165.60965625410208,226.72061728922102,296.014711386576,336.2319122442673,132.6728833022596,133.335272887635,76.34390966993007,57.36885245226327,92.38704062696591,113.42024175099593,264.1152813343715,108.2916434111641,0.0,35.43366109507121,76.24099889074694,121.79138680391905,94.23569371016781,140.19296347241783,155.3464358228838,169.93973757942572,138.61955090286696,123.43597637456695,185.92242788028236,80.89728020379376,110.92257033282529,83.6587191420127,55.200735468101165,113.33595585708403,138.21864818405453,96.55876286210943,69.500050881348,217.0914635393015,292.818496583007,294.0288756240316,180.20378651075146,194.9439799825298,296.6246115746071,258.6845066493818,257.25812855819106,242.7884756845139,216.9118100685307,175.26667247075727,149.48006823035522,295.8096018364522,380.41218427950554,378.5678727752103,387.53133860867047,173.76377884837606,183.21273930868054,251.12106011061107,75.92451998562639,58.49472932529681,60.521155457224744,62.9671298468375,83.62556196867543,141.44641740710833,117.13971336994638,97.90146688083858,231.18602120535462,192.6223677114156,178.61613633356873,196.3795452877969,270.9973798801948,195.73624570440555,285.42489190339325,328.4421648122575,252.03018519039708,264.2520502930417,340.5979645293535,421.836750974622,385.2411406646845,356.88245637152164,360.56440448203426,393.15021406692614,277.79204990523647,254.48723538173996,144.97692340344878,262.5252255987638,205.20594395245317,192.11947913300463
0001-0377-0396,352.8275601845829,245.59303513462942,221.3289547834371,211.75346087711114,196.54529297412702,257.8661889809112,329.169415391247,371.65420101670406,168.04233583502491,165.1327558306786,107.92953536609707,86.06378129904283,102.38236928417324,148.15666136684743,298.8346834512291,100.85259476701115,35.43366109507121,0.0,44.20277119658811,87.39525545147025,64.71268921493879,117.53493603006622,131.0052049207638,144.61787669977562,106.1706675790817,155.06358812097628,216.78375415106413,100.51333515737522,118.67407286947413,76.67269835453881,34.31292880773495,81.44798039098525,113.49508929469283,85.07073060781163,69.91799243367386,250.9910305734173,328.1295406568258,328.1283340778573,201.47773449356404,208.74122630075755,323.431038979294,271.03394734805056,272.85457808460046,242.65936304735834,210.85653998823088,170.99867973909184,150.19683801366375,311.3729891383341,405.50439814855815,404.86318645334853,418.633960971702,208.39177202893515,217.330656081259,285.07028329100734,108.61140354710948,88.46988919604651,77.6766543092287,36.984889716672846,54.022343788062194,173.74748752838659,114.33630819599377,97.7088263357492,261.48860673758145,214.6355830789884,199.66526782601096,207.0980166291883,297.32534683868255,195.91974673256556,291.97744374277534,338.654505926478,248.07097599606004,259.6940157969221,360.99912887917463,442.93358002528856,400.4537075589594,384.2353266434614,393.38612303043897,414.47763661938166,294.47382211073665,270.53303953019184,180.27984986666445,297.2742611470327,186.08354947492316,175.02068324461277
0001-0352-0433,375.5860591304918,247.66366788614977,232.70648730077298,229.2449305344462,221.7642838057146,282.36701954388275,357.3260718704792,408.5796730967555,205.1304316305563,192.73845681531665,137.56211586420943,113.6863690835015,106.01141683600304,189.42940153041778,339.97045995063667,129.4935778284,76.24099889074694,44.20277119658811,0.0,47.07994450716309,68.44712950447436,125.86299555905217,135.16192821279665,145.9029109188511,93.19461039633572,198.57406680800122,260.65649438444507,143.6600821812764,156.8165965406253,108.1275388205993,63.300260443679136,38.612385770288014,73.06923932716383,65.05420945963114,70.33468079702646,281.8143072597284,364.0712160605176,358.90417791544314,211.70716874341255,208.6071075135863,339.35302755405144,267.0814239337686,273.1591013997168,224.02370985552844,186.33875022595524,150.264724096377,136.9249807633104,310.85544595372096,417.75383026060655,419.0984534704598,441.63063072405754,248.91451730283157,258.8456572168376,327.0371625314385,150.02224933897608,130.60837986106782,119.76816347696317,53.8089338071093,57.100630420861684,202.68551617793776,100.92376996608596,90.53369201128986,284.5504226302708,225.60782230328655,209.83309942861737,203.2003884688758,312.9182165618532,179.45474900077753,280.28218427546994,330.71155671949845,224.98078574639013,235.65773065549095,366.58262406157286,448.7045380746713,398.27715608181035,400.5044631756534,420.46912982803906,420.8447571393959,295.79253039685125,271.49786822146046,217.6334374500787,338.2452142250312,148.6041058784498,139.7662008540641
0001-0353-0483,419.470882032167,281.0205659782944,272.13394281883967,271.7376809056944,267.18244787848437,327.25537718160433,403.15729147312084,455.6344549400637,252.11006201926688,238.9291310443044,184.3760818080421,160.40889698800123,145.41310459345905,235.196435654251,385.90300905972094,148.62404516176773,121.79138680391905,87.39525545147025,47.07994450716309,0.0,76.27173107068698,124.37593317270974,128.04805334306772,134.5187104550242,74.16711101540172,241.8856415798076,303.05316745817123,180.9539035454889,185.3295738031921,132.59793477083463,94.26411985735835,24.008892186718086,66.26919998189715,93.71563270586762,111.14550250884825,328.37647137693705,411.1265042648481,405.3678469801235,250.813684410894,241.2560831789663,380.1658502350194,295.44791352090755,304.74573608161325,239.52143443251498,196.36449081444627,167.05731268071182,162.27732979167806,341.2379269936797,456.0426966662859,458.5574116362945,485.4245283913804,294.79565657095316,304.18302684961236,372.17896173281616,194.6328031166362,173.99440546394172,157.68744149630356,82.48652965656575,72.16663825107656,248.8776913875134,128.9825853917609,124.36174966991531,328.80597567256615,264.7781886103677,248.8154392086834,233.0705088130412,353.6727754861447,198.9564804930259,301.3935103233013,354.48865081072904,235.0554186534693,244.1780960952699,400.8146918529093,482.5000542122466,426.30195080515495,441.14410638577783,465.8074381441771,455.23109405236187,327.78183599613567,303.6025116551956,264.5201488937019,384.22223098183474,139.4139421354015,135.97708401728613
0001-0421-0446,416.0912048005787,308.00348066959856,285.8272932137491,276.39034258586025,259.61623236682556,320.8317051328217,389.95589112293595,423.2282604890758,222.42459463306483,227.52552714663503,170.39076537823826,149.80041564195406,164.0883605008819,195.1968412332228,342.2759017789222,72.89788078654041,94.23569371016781,64.71268921493879,68.44712950447436,76.27173107068698,0.0,57.61202121249377,68.4217370511588,80.94062299446311,46.23416903381395,191.78147643012346,248.06534863370626,120.92688216169465,114.03219174667981,61.41804155163732,43.46258865571047,86.32564327712035,133.57402195581483,132.01152019591413,128.65002655977864,310.3911941681362,381.46775336966107,386.9974557575072,265.6878418847324,270.0647035853582,388.040701742197,330.93265738684556,334.6515503716424,292.2642474038505,254.5275660640958,218.48160523172052,203.61833134490598,372.9598318092413,470.16784726220556,469.53886358035635,481.63948083890693,254.428629405231,260.3011613819084,325.3946931462539,154.48453116481386,131.55817868971673,103.24288760166696,45.15719632723772,31.02990100410797,234.76186089565314,166.1999891657698,152.83999947912457,324.67945339592603,278.7412932187682,263.57717285966845,266.4343864922839,361.8165482689367,246.90417848101308,347.1393291550056,396.43717258387437,293.0268674632202,303.61883035438376,424.5813173863029,506.6873264207198,461.4366053310548,448.70571931035,454.42081431124683,478.32587417317586,356.721058841482,332.5740999542789,233.75154921890277,341.09531285089906,210.48955499074225,204.00050210552786
0001-0477-0460,459.6578680784324,363.07667964882546,337.7300505778872,325.43383164418987,304.0319890547891,364.37548421729394,428.84813548097856,449.18370720702677,255.9778330478651,271.1706405128457,215.46070747022276,197.5571994305065,219.48539946676703,222.76344752260874,360.658660267414,60.50493457097542,140.19296347241783,117.53493603006622,125.86299555905217,124.37593317270974,57.61202121249377,0.0,16.752185067905636,32.01073859216301,57.703885845471795,210.37415509524385,258.0757596659359,135.55083593177906,108.88448327058923,71.4011600949597,88.50943451135966,138.64029428108952,187.0109457313511,189.4432205401252,184.67115945102782,348.1002325933973,410.15162646583605,422.9543412286781,318.1921555539218,325.7484759605787,436.70254965451926,387.37708219000194,390.1178732794309,349.74824920648337,311.4230590684973,275.89003229068527,261.05686409759494,428.59420881638,520.4662864685823,518.6994002809465,524.3271174170609,278.34794227081494,280.93379604434443,341.15615035487866,184.71320778499486,162.32975599923992,126.88973207195393,94.25788318016218,79.70977868318717,276.62966669441903,223.22116256238448,209.31816394322985,369.1135454186831,330.68349968332245,315.9618347500603,322.7435505172385,410.79549547005615,304.27471845967403,404.5092450553737,453.4710011809928,349.9001753570093,360.31053631022934,478.0833516100656,559.9550517617412,517.378983992124,496.6572704136442,493.4038428266839,531.3964647959423,411.8718832739311,387.865960256842,265.98967735581454,359.9287260024487,263.01135523849416,258.05405346213547
0001-0484-0473,475.66521806138815,376.0216117809099,351.988557657415,340.4404815226216,319.829922679252,380.33664326527577,445.28861363490114,465.89700820233907,272.61384232189505,287.03326325161567,231.03238289659103,212.6309369521798,232.16994014636495,239.51199152747787,377.112351381711,76.44109899417259,155.3464358228838,131.0052049207638,135.16192821279665,128.04805334306772,68.4217370511588,16.752185067905636,0.0,15.29690038114663,56.29635285664786,226.96329634718242,274.06584678044334,152.12726358058327,124.28133840017571,87.94186863491474,102.91162241446453,144.03210719702435,192.32294519305384,199.28499059933594,196.7745353953209,364.57321983129873,426.895293437772,439.55522810944046,332.210284249886,338.26346019576596,451.85329275140145,399.31051099663733,402.80547184679165,358.720946193258,319.17847915259836,284.79223561893764,271.43366506102444,441.1822324930696,535.2644977777853,533.7752113167699,540.4529419814971,294.99989223354333,297.4925337818659,357.4292302817466,201.24117501974482,178.7581087045408,143.32300658278697,106.90176957233989,90.33078549782262,292.6217460769297,233.63678289950298,220.59012871016014,384.91075405607916,344.8277332174048,329.9357691938828,334.61235458843015,425.8245935195186,313.8571253372213,414.88382980135555,464.6154237000652,357.73359334150757,367.8310037010573,491.7711795134042,573.7739562090327,529.7079921739459,511.9576212080333,509.83317550266,545.2838540323727,424.7619331968966,400.66235059698687,282.65688061079805,376.3985245024723,267.19239521789694,263.2680549453049
0001-0489-0488,490.67789477754565,388.94398486795336,365.8734770431516,354.840892176656,334.73419313156035,395.3290190202505,460.52348817133094,480.993055501845,287.9088369393438,301.9802923857038,245.82377834519244,227.1283723845103,245.0289758227965,254.76534959954222,391.82494182345084,90.84512553930234,169.93973757942572,144.61787669977562,145.9029109188511,134.5187104550242,80.94062299446311,32.01073859216301,15.29690038114663,0.0,60.6677056954798,241.89142288413598,288.2696514048056,167.08002501109635,138.0776270222297,103.05956958766409,117.15784689029847,151.7142292524587,199.61119353337372,210.11627679046308,209.27755086142486,379.8175971976479,442.0984394837229,454.8391014920743,345.93262892285105,350.8874949207971,466.32617007319254,411.4535683486114,415.52019943983,368.5654583830311,328.0903211570965,294.68745768321105,282.5075524316118,453.80393664517135,549.4848759990296,548.1874369576734,555.5284788250715,310.0545077140737,312.3895716929571,371.93947677637647,216.42788317852504,193.9114172073665,158.3954473772992,120.0429433478807,102.32682295493896,307.62240628633924,244.8041586287088,232.42680668039617,399.79702697084616,358.6280012403459,343.6221997850678,346.74810902515947,440.2153765125389,324.24143154784736,425.79580734464497,476.106006113975,366.64992490255173,376.4772617259706,505.1977210569603,587.2806377257644,542.096688917221,526.5200616020477,525.0532167535015,558.846089805089,437.618836316428,413.45992262281663,297.93874425650205,391.13632053544916,273.24359314730776,270.20181796489305
0001-0428-0491,458.98642050279847,340.73886420879853,323.3641977780769,316.6190227715991,302.710580687521,364.0307434110379,434.61022813510755,469.4622078033424,268.4306141155958,271.15008360720344,213.89976514731939,192.22716043045108,198.04540336643325,241.40486108296153,387.9580943681708,104.11231924724237,138.61955090286696,106.1706675790817,93.19461039633572,74.16711101540172,46.23416903381395,57.703885845471795,56.29635285664786,60.6677056954798,0.0,237.03014090638214,291.8876172329614,164.5943317101957,150.79615893723104,100.76489229688758,88.43714086795734,92.65182858383774,139.72317717097485,156.21689786089075,161.57206539338378,355.48334533096414,427.6354996990913,432.32991317100897,302.60521648962316,301.6635915624383,427.95816819029875,359.9553837164895,366.2766462973445,311.2157393548112,269.39979457865627,237.72171480751615,228.40774668605616,403.981147403788,508.4402210827412,508.80915006623553,524.7666814547885,300.3431841501958,305.94477403161187,370.5587702452155,200.24868569575648,177.16359997743518,147.73035421903052,84.61323898198692,63.938772279484226,278.7313243930266,191.79250651124107,181.93389797528906,367.290898128291,315.9667927295706,300.3754613212494,295.80596704140527,401.4667247125928,268.348982135155,370.6612374628345,422.3558207020197,308.0193754526097,317.489565892744,459.1537327186119,541.3682401179814,491.13395489735404,488.88181831483763,498.86217725540723,513.3548720724683,388.8963593275937,364.5944286473664,279.7914667609155,386.80554785437545,212.67283902024155,209.8880151746894
0002-0433-0252,283.9553184680377,271.4484788874255,222.79589239268793,194.12776281373917,153.17861362388942,197.6850072852998,240.2691630691603,240.2876759772804,75.63257626269397,127.37255807519999,111.06222481748439,122.06240897373222,181.38959453160558,37.77157531521575,152.10193112250093,152.06888410937037,123.43597637456695,155.06358812097628,198.57406680800122,241.8856415798076,191.78147643012346,210.37415509524385,226.96329634718242,241.89142288413598,237.03014090638214,0.0,62.92428120686157,75.0459818897947,110.60585641247016,140.85814523488767,153.68262585296523,234.70948090449858,259.43453747832683,210.87128093234688,177.30834640339455,162.0146668462071,203.08348102450773,227.00270497084557,212.67162542677204,249.99155557493796,285.2078912999527,310.041756460683,298.2420687781362,327.61569793962457,314.8347834102214,273.2554412360265,241.83605881798945,333.1171450096686,371.3273918691265,363.34499231699925,341.986276737185,70.11664466092871,70.93198179208626,133.64834481143578,55.03404584670243,71.15405215205747,92.05830147010843,166.64618406186344,185.42972361564264,122.51936779422238,218.25256891744135,198.54078790956666,205.3460835600223,218.35866207341596,211.12015423762315,259.0681736881672,264.1602932098938,282.98999085913795,350.5612521046947,380.2198278907623,343.43912770571524,356.2002299738747,355.1922506714099,428.6047955266076,417.1177313512295,336.64037775594807,301.67377472920026,400.42150913015007,312.8251322363317,294.23992524205045,76.91931951952974,150.4021204622447,321.35792010909,306.52602907384636
0002-0469-0200,290.0052024023,314.6530892377259,262.5809072896817,230.8670631180292,186.84954864343558,216.63952121586584,238.92230624551095,208.30522562549748,110.40419940072013,168.78768196987534,167.62178515768224,181.943357665492,240.80858415846146,87.11634973704551,109.43543706944688,197.743213550173,185.92242788028236,216.78375415106413,260.65649438444507,303.05316745817123,248.06534863370626,258.0757596659359,274.06584678044334,288.2696514048056,291.8876172329614,62.92428120686157,0.0,127.57703130964283,150.75266265745245,192.45285311323298,212.58787920924024,296.8350825571276,322.35625182866494,273.3851156355355,239.50746044972098,171.5305445632399,180.08950961395956,219.60241593552732,256.50663660552107,298.64345838941307,305.56967530870804,354.9908456913903,339.9997375056691,382.5327084279874,373.3679768472144,332.3729841047789,300.3503027706514,372.12378071112306,388.52063448279466,377.7834692458595,340.7352711689517,68.2206653518941,54.46656531578356,86.25036011995618,116.95514514221323,133.21779733763543,149.38347123488273,226.30460056184643,243.80158891517453,160.73450652382996,279.0809644983032,259.69183708908906,225.75326102823675,259.68394470248023,255.37271029014914,309.8073142512554,288.4117022203564,339.6112757952232,399.1394469002524,423.3873528118157,400.086947779284,412.82413299465105,384.24294709455336,451.65129399866674,451.5350185810679,349.9155345191848,294.5197168330302,424.56506353735625,351.7588290819116,335.72664884265123,104.62993854277465,108.67602622918268,383.6905993026099,368.6112014554714
0002-0447-0327,341.686457123341,289.3164106671131,249.06833789280964,226.98328166545818,194.11425478977856,249.16708668006223,303.96061678506913,314.73550404093623,129.82788774775912,162.23114534333365,119.040790898527,114.74517899273732,166.92124939852923,92.14636886303303,226.564044313378,78.32125342400015,80.89728020379376,100.51333515737522,143.6600821812764,180.9539035454889,120.92688216169465,135.55083593177906,152.12726358058327,167.08002501109635,164.5943317101957,75.0459818897947,127.57703130964283,0.0,44.6668406106057,66.07095408089084,87.48412078420895,178.16728611358187,212.37354631744367,175.47004113448077,147.76640083219067,222.9561829398906,276.23679908403045,294.23165325908485,233.50949675345635,259.3506388634266,331.1043298573895,323.1551731952686,317.1975649070063,318.8932571753365,295.67899624264817,253.69086880373274,226.2266785527906,354.88215743636647,417.6696544755221,412.3902589516214,403.34010175700826,143.19347007951805,145.38890600011527,207.0283828225389,61.115683779676274,47.61465433006846,29.071246323796874,102.73041538812143,117.93127372331121,162.4938515507561,193.99358791124098,173.93809527812277,255.07236529545096,242.64795796483028,231.28164002422537,263.44574788683445,307.02793991876433,271.22684452670313,355.3362900229566,393.868969573979,329.27087213936244,341.71336407014724,389.39062775307076,467.80834190148704,442.8921578935308,387.3133976278749,367.12461001640816,439.0308897000966,335.480286307018,313.8076663765444,136.9299261859166,225.15171073169586,283.2686214673699,270.8332231382684
0002-0486-0350,385.5810308049528,331.05439725227444,292.4749541662419,271.1844431580841,238.70504143755997,293.5312190050868,346.5292508280562,349.790175607507,172.9849279614711,206.74509898682194,161.8391517314746,154.80549843897265,202.23866233928806,133.81865782740468,256.71034979504316,49.56127741437883,110.92257033282529,118.67407286947413,156.8165965406253,185.3295738031921,114.03219174667981,108.88448327058923,124.28133840017571,138.0776270222297,150.79615893723104,110.60585641247016,150.75266265745245,44.6668406106057,0.0,53.42193661212246,94.47863595295294,187.50371791023522,228.24274080116228,200.84553289369092,177.88027772086267,265.99547421118825,313.64637223853634,335.61960876324616,276.29594415556363,299.55276782179004,375.7703809644663,363.611449613613,358.97661200392474,352.6789647928252,325.50319402161887,284.22164830731083,259.14089660414555,396.99332219256377,462.32910109232444,457.043662663097,446.70040024218764,180.02594622478674,179.3426384749597,235.10460127486556,105.22689125408421,90.22361944188975,59.088754452753335,110.15792401188246,117.98816865937917,207.051148049619,224.19596108274635,204.8439082873402,299.5578940122016,285.8301370098633,273.9377187340379,302.27488077574316,351.6237916415824,304.5930746810149,393.2659380327519,433.96338969654374,360.70568334199334,372.84090317965564,433.26780378412417,512.0748018423495,485.40300706769017,431.89130328371255,409.26948301438114,483.27434326110523,377.8552952128008,355.7299709366411,179.44031212958805,255.75858022586561,303.14409875546113,292.5112034500823
